"Kode";"Bezeichnung1";"Bezeichnung2";"Bezeichnung3";"Kapitel";"Version"
"T85.2";"Mechanische Komplikation durch eine intraokulare Linse";"Komplikationen durch sonstige interne Prothesen, Implantate oder Transplantate";"Mechanische Komplikation durch eine intraokulare Linse";"19";"2015"
"T85.3";"Mechanische Komplikation durch sonstige Augenprothesen, -implantate oder -transplantate";"Komplikationen durch sonstige interne Prothesen, Implantate oder Transplantate";"Mechanische Komplikation durch sonstige Augenprothesen, -implantate oder -transplantate";"19";"2015"
"T85.4";"Mechanische Komplikation durch Mammaprothese oder -implantat";"Komplikationen durch sonstige interne Prothesen, Implantate oder Transplantate";"Mechanische Komplikation durch Mammaprothese oder -implantat";"19";"2015"
"T85.5";"Mechanische Komplikation durch gastrointestinale Prothesen, Implantate oder Transplantate";"Komplikationen durch sonstige interne Prothesen, Implantate oder Transplantate";"Mechanische Komplikation durch gastrointestinale Prothesen, Implantate oder Transplantate";"19";"2015"
"T85.6";"Mechanische Komplikation durch sonstige näher bezeichnete interne Prothesen, Implantate oder Transplantate";"Komplikationen durch sonstige interne Prothesen, Implantate oder Transplantate";"Mechanische Komplikation durch sonstige näher bezeichnete interne Prothesen, Implantate oder Transplantate";"19";"2015"
"T85.7";"Infektion und entzündliche Reaktion durch sonstige interne Prothesen, Implantate oder Transplantate";"Komplikationen durch sonstige interne Prothesen, Implantate oder Transplantate";"Infektion und entzündliche Reaktion durch sonstige interne Prothesen, Implantate oder Transplantate";"19";"2015"
"T85.71";"Infektion und entzündliche Reaktion durch Katheter zur Peritonealdialyse";"Komplikationen durch sonstige interne Prothesen, Implantate oder Transplantate";"Infektion und entzündliche Reaktion durch sonstige interne Prothesen, Implantate oder Transplantate";"19";"2015"
"T85.72";"Infektion und entzündliche Reaktion durch interne Prothesen, Implantate oder Transplantate im Nervensystem";"Komplikationen durch sonstige interne Prothesen, Implantate oder Transplantate";"Infektion und entzündliche Reaktion durch sonstige interne Prothesen, Implantate oder Transplantate";"19";"2015"
"T85.73";"Infektion und entzündliche Reaktion durch Mammaprothese oder -implantat";"Komplikationen durch sonstige interne Prothesen, Implantate oder Transplantate";"Infektion und entzündliche Reaktion durch sonstige interne Prothesen, Implantate oder Transplantate";"19";"2015"
"T85.78";"Infektion und entzündliche Reaktion durch sonstige interne Prothesen, Implantate oder Transplantate";"Komplikationen durch sonstige interne Prothesen, Implantate oder Transplantate";"Infektion und entzündliche Reaktion durch sonstige interne Prothesen, Implantate oder Transplantate";"19";"2015"
"T85.8";"Sonstige Komplikationen durch interne Prothesen, Implantate oder Transplantate, anderenorts nicht klassifiziert";"Komplikationen durch sonstige interne Prothesen, Implantate oder Transplantate";"Sonstige Komplikationen durch interne Prothesen, Implantate oder Transplantate, anderenorts nicht klassifiziert";"19";"2015"
"T85.81";"Sonstige Komplikationen durch interne Prothesen, Implantate oder Transplantate im Nervensystem";"Komplikationen durch sonstige interne Prothesen, Implantate oder Transplantate";"Sonstige Komplikationen durch interne Prothesen, Implantate oder Transplantate, anderenorts nicht klassifiziert";"19";"2015"
"T85.82";"Kapselfibrose der Mamma durch Mammaprothese oder -implantat";"Komplikationen durch sonstige interne Prothesen, Implantate oder Transplantate";"Sonstige Komplikationen durch interne Prothesen, Implantate oder Transplantate, anderenorts nicht klassifiziert";"19";"2015"
"T85.83";"Sonstige Komplikationen durch Mammaprothese oder -implantat";"Komplikationen durch sonstige interne Prothesen, Implantate oder Transplantate";"Sonstige Komplikationen durch interne Prothesen, Implantate oder Transplantate, anderenorts nicht klassifiziert";"19";"2015"
"T85.88";"Sonstige Komplikationen durch interne Prothesen, Implantate oder Transplantate, anderenorts nicht klassifiziert";"Komplikationen durch sonstige interne Prothesen, Implantate oder Transplantate";"Sonstige Komplikationen durch interne Prothesen, Implantate oder Transplantate, anderenorts nicht klassifiziert";"19";"2015"
"T85.9";"Nicht näher bezeichnete Komplikation durch interne Prothese, Implantat oder Transplantat";"Komplikationen durch sonstige interne Prothesen, Implantate oder Transplantate";"Nicht näher bezeichnete Komplikation durch interne Prothese, Implantat oder Transplantat";"19";"2015"
"T86";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Versagen und Abstoßung von transplantierten Organen und Geweben";"";"19";"2015"
"T86.0";"Versagen eines Transplantates hämatopoetischer Stammzellen und Graft-versus-host-Krankheit";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Versagen eines Transplantates hämatopoetischer Stammzellen und Graft-versus-host-Krankheit";"19";"2015"
"T86.00";"Versagen eines Transplantates hämatopoetischer Stammzellen";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Versagen eines Transplantates hämatopoetischer Stammzellen und Graft-versus-host-Krankheit";"19";"2015"
"T86.01";"Akute Graft-versus-host-Krankheit, Grad I und II";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Versagen eines Transplantates hämatopoetischer Stammzellen und Graft-versus-host-Krankheit";"19";"2015"
"T86.02";"Akute Graft-versus-host-Krankheit, Grad III und IV";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Versagen eines Transplantates hämatopoetischer Stammzellen und Graft-versus-host-Krankheit";"19";"2015"
"T86.03";"Chronische Graft-versus-host-Krankheit, begrenzte Form";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Versagen eines Transplantates hämatopoetischer Stammzellen und Graft-versus-host-Krankheit";"19";"2015"
"T86.04";"Chronische Graft-versus-host-Krankheit, ausgeprägte Form";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Versagen eines Transplantates hämatopoetischer Stammzellen und Graft-versus-host-Krankheit";"19";"2015"
"T86.09";"Graft-versus-host-Krankheit, nicht näher bezeichnet";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Versagen eines Transplantates hämatopoetischer Stammzellen und Graft-versus-host-Krankheit";"19";"2015"
"T86.1";"Funktionsstörung, Versagen und Abstoßung eines Nierentransplantates";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Funktionsstörung, Versagen und Abstoßung eines Nierentransplantates";"19";"2015"
"T86.10";"Akute Funktionsverschlechterung eines Nierentransplantates";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Funktionsstörung, Versagen und Abstoßung eines Nierentransplantates";"19";"2015"
"T86.11";"Chronische Funktionsverschlechterung eines Nierentransplantates";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Funktionsstörung, Versagen und Abstoßung eines Nierentransplantates";"19";"2015"
"T86.12";"Verzögerte Aufnahme der Transplantatfunktion";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Funktionsstörung, Versagen und Abstoßung eines Nierentransplantates";"19";"2015"
"T86.19";"Sonstige und nicht näher bezeichnete Funktionsstörung, Versagen und Abstoßung eines Nierentransplantates";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Funktionsstörung, Versagen und Abstoßung eines Nierentransplantates";"19";"2015"
"T86.2";"Versagen und Abstoßung eines Herztransplantates";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Versagen und Abstoßung eines Herztransplantates";"19";"2015"
"T86.3";"Versagen und Abstoßung eines Herz-Lungen-Transplantates";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Versagen und Abstoßung eines Herz-Lungen-Transplantates";"19";"2015"
"T86.4";"Funktionsstörung, Versagen und Abstoßung eines Lebertransplantates";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Funktionsstörung, Versagen und Abstoßung eines Lebertransplantates";"19";"2015"
"T86.40";"Akute Funktionsverschlechterung eines Lebertransplantates";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Funktionsstörung, Versagen und Abstoßung eines Lebertransplantates";"19";"2015"
"T86.41";"Chronische Funktionsverschlechterung eines Lebertransplantates";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Funktionsstörung, Versagen und Abstoßung eines Lebertransplantates";"19";"2015"
"T86.49";"Sonstige und nicht näher bezeichnete Funktionsstörung, Versagen und Abstoßung eines Lebertransplantates";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Funktionsstörung, Versagen und Abstoßung eines Lebertransplantates";"19";"2015"
"T86.5";"Versagen und Abstoßung eines Hauttransplantates";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Versagen und Abstoßung eines Hauttransplantates";"19";"2015"
"T86.50";"Durchblutungsstörung eines Hauttransplantates";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Versagen und Abstoßung eines Hauttransplantates";"19";"2015"
"T86.51";"Nekrose eines Hauttransplantates";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Versagen und Abstoßung eines Hauttransplantates";"19";"2015"
"T86.52";"Verlust eines Hauttransplantates";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Versagen und Abstoßung eines Hauttransplantates";"19";"2015"
"T86.59";"Sonstiges und nicht näher bezeichnetes Versagen und Abstoßung eines Hauttransplantates";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Versagen und Abstoßung eines Hauttransplantates";"19";"2015"
"T86.8";"Versagen und Abstoßung sonstiger transplantierter Organe und Gewebe";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Versagen und Abstoßung sonstiger transplantierter Organe und Gewebe";"19";"2015"
"T86.81";"Versagen und Abstoßung: Lungentransplantat";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Versagen und Abstoßung sonstiger transplantierter Organe und Gewebe";"19";"2015"
"T86.82";"Versagen und Abstoßung: Pankreastransplantat";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Versagen und Abstoßung sonstiger transplantierter Organe und Gewebe";"19";"2015"
"T86.83";"Versagen und Abstoßung: Hornhauttransplantat des Auges";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Versagen und Abstoßung sonstiger transplantierter Organe und Gewebe";"19";"2015"
"T86.88";"Versagen und Abstoßung: Sonstige transplantierte Organe und Gewebe";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Versagen und Abstoßung sonstiger transplantierter Organe und Gewebe";"19";"2015"
"T86.9";"Versagen und Abstoßung eines nicht näher bezeichneten transplantierten Organes und Gewebes";"Versagen und Abstoßung von transplantierten Organen und Geweben";"Versagen und Abstoßung eines nicht näher bezeichneten transplantierten Organes und Gewebes";"19";"2015"
"T87";"Komplikationen, die für Replantation und Amputation bezeichnend sind";"Komplikationen, die für Replantation und Amputation bezeichnend sind";"";"19";"2015"
"T87.0";"Komplikationen durch replantierte (Teile der) obere(n) Extremität";"Komplikationen, die für Replantation und Amputation bezeichnend sind";"Komplikationen durch replantierte (Teile der) obere(n) Extremität";"19";"2015"
"T87.1";"Komplikationen durch replantierte (Teile der) untere(n) Extremität";"Komplikationen, die für Replantation und Amputation bezeichnend sind";"Komplikationen durch replantierte (Teile der) untere(n) Extremität";"19";"2015"
"T87.2";"Komplikationen durch sonstigen replantierten Körperteil";"Komplikationen, die für Replantation und Amputation bezeichnend sind";"Komplikationen durch sonstigen replantierten Körperteil";"19";"2015"
"T87.3";"Neurom des Amputationsstumpfes";"Komplikationen, die für Replantation und Amputation bezeichnend sind";"Neurom des Amputationsstumpfes";"19";"2015"
"T87.4";"Infektion des Amputationsstumpfes";"Komplikationen, die für Replantation und Amputation bezeichnend sind";"Infektion des Amputationsstumpfes";"19";"2015"
"T87.5";"Nekrose des Amputationsstumpfes";"Komplikationen, die für Replantation und Amputation bezeichnend sind";"Nekrose des Amputationsstumpfes";"19";"2015"
"T87.6";"Sonstige und nicht näher bezeichnete Komplikationen am Amputationsstumpf";"Komplikationen, die für Replantation und Amputation bezeichnend sind";"Sonstige und nicht näher bezeichnete Komplikationen am Amputationsstumpf";"19";"2015"
"T88";"Sonstige Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert";"Sonstige Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert";"";"19";"2015"
"T88.0";"Infektion nach Impfung [Immunisierung]";"Sonstige Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert";"Infektion nach Impfung [Immunisierung]";"19";"2015"
"T88.1";"Sonstige Komplikationen nach Impfung [Immunisierung], anderenorts nicht klassifiziert";"Sonstige Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert";"Sonstige Komplikationen nach Impfung [Immunisierung], anderenorts nicht klassifiziert";"19";"2015"
"T88.2";"Schock durch Anästhesie";"Sonstige Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert";"Schock durch Anästhesie";"19";"2015"
"T88.3";"Maligne Hyperthermie durch Anästhesie";"Sonstige Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert";"Maligne Hyperthermie durch Anästhesie";"19";"2015"
"T88.4";"Misslungene oder schwierige Intubation";"Sonstige Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert";"Misslungene oder schwierige Intubation";"19";"2015"
"T88.5";"Sonstige Komplikationen infolge Anästhesie";"Sonstige Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert";"Sonstige Komplikationen infolge Anästhesie";"19";"2015"
"T88.6";"Anaphylaktischer Schock als unerwünschte Nebenwirkung eines indikationsgerechten Arzneimittels oder einer indikationsgerechten Droge bei ordnungsgemäßer Verabreichung";"Sonstige Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert";"Anaphylaktischer Schock als unerwünschte Nebenwirkung eines indikationsgerechten Arzneimittels oder einer indikationsgerechten Droge bei ordnungsgemäßer Verabreichung";"19";"2015"
"T88.7";"Nicht näher bezeichnete unerwünschte Nebenwirkung eines Arzneimittels oder einer Droge";"Sonstige Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert";"Nicht näher bezeichnete unerwünschte Nebenwirkung eines Arzneimittels oder einer Droge";"19";"2015"
"T88.8";"Sonstige näher bezeichnete Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert";"Sonstige Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert";"Sonstige näher bezeichnete Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert";"19";"2015"
"T88.9";"Komplikation bei chirurgischen Eingriffen und medizinischer Behandlung, nicht näher bezeichnet";"Sonstige Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert";"Komplikation bei chirurgischen Eingriffen und medizinischer Behandlung, nicht näher bezeichnet";"19";"2015"
"T89";"Sonstige näher bezeichnete Komplikationen eines Traumas";"Sonstige näher bezeichnete Komplikationen eines Traumas";"";"19";"2015"
"T89.0";"Komplikationen einer offenen Wunde";"Sonstige näher bezeichnete Komplikationen eines Traumas";"Komplikationen einer offenen Wunde";"19";"2015"
"T89.00";"Komplikationen einer offenen Wunde: Nicht näher bezeichnet";"Sonstige näher bezeichnete Komplikationen eines Traumas";"Komplikationen einer offenen Wunde";"19";"2015"
"T89.01";"Komplikationen einer offenen Wunde: Fremdkörper (mit oder ohne Infektion)";"Sonstige näher bezeichnete Komplikationen eines Traumas";"Komplikationen einer offenen Wunde";"19";"2015"
"T89.02";"Komplikationen einer offenen Wunde: Infektion";"Sonstige näher bezeichnete Komplikationen eines Traumas";"Komplikationen einer offenen Wunde";"19";"2015"
"T89.03";"Komplikationen einer offenen Wunde: Sonstige";"Sonstige näher bezeichnete Komplikationen eines Traumas";"Komplikationen einer offenen Wunde";"19";"2015"
"T90";"Folgen von Verletzungen des Kopfes";"Folgen von Verletzungen des Kopfes";"";"19";"2015"
"T90.0";"Folgen einer oberflächlichen Verletzung des Kopfes";"Folgen von Verletzungen des Kopfes";"Folgen einer oberflächlichen Verletzung des Kopfes";"19";"2015"
"T90.1";"Folgen einer offenen Wunde des Kopfes";"Folgen von Verletzungen des Kopfes";"Folgen einer offenen Wunde des Kopfes";"19";"2015"
"T90.2";"Folgen einer Fraktur des Schädels und der Gesichtsschädelknochen";"Folgen von Verletzungen des Kopfes";"Folgen einer Fraktur des Schädels und der Gesichtsschädelknochen";"19";"2015"
"T90.3";"Folgen einer Verletzung der Hirnnerven";"Folgen von Verletzungen des Kopfes";"Folgen einer Verletzung der Hirnnerven";"19";"2015"
"T90.4";"Folgen einer Verletzung des Auges und der Orbita";"Folgen von Verletzungen des Kopfes";"Folgen einer Verletzung des Auges und der Orbita";"19";"2015"
"T90.5";"Folgen einer intrakraniellen Verletzung";"Folgen von Verletzungen des Kopfes";"Folgen einer intrakraniellen Verletzung";"19";"2015"
"T90.8";"Folgen sonstiger näher bezeichneter Verletzungen des Kopfes";"Folgen von Verletzungen des Kopfes";"Folgen sonstiger näher bezeichneter Verletzungen des Kopfes";"19";"2015"
"T90.9";"Folgen einer nicht näher bezeichneten Verletzung des Kopfes";"Folgen von Verletzungen des Kopfes";"Folgen einer nicht näher bezeichneten Verletzung des Kopfes";"19";"2015"
"T91";"Folgen von Verletzungen des Halses und des Rumpfes";"Folgen von Verletzungen des Halses und des Rumpfes";"";"19";"2015"
"T91.0";"Folgen einer oberflächlichen Verletzung und einer offenen Wunde des Halses und des Rumpfes";"Folgen von Verletzungen des Halses und des Rumpfes";"Folgen einer oberflächlichen Verletzung und einer offenen Wunde des Halses und des Rumpfes";"19";"2015"
"T91.1";"Folgen einer Fraktur der Wirbelsäule";"Folgen von Verletzungen des Halses und des Rumpfes";"Folgen einer Fraktur der Wirbelsäule";"19";"2015"
"T91.2";"Folgen einer sonstigen Fraktur des Thorax und des Beckens";"Folgen von Verletzungen des Halses und des Rumpfes";"Folgen einer sonstigen Fraktur des Thorax und des Beckens";"19";"2015"
"T91.3";"Folgen einer Verletzung des Rückenmarkes";"Folgen von Verletzungen des Halses und des Rumpfes";"Folgen einer Verletzung des Rückenmarkes";"19";"2015"
"T91.4";"Folgen einer Verletzung der intrathorakalen Organe";"Folgen von Verletzungen des Halses und des Rumpfes";"Folgen einer Verletzung der intrathorakalen Organe";"19";"2015"
"T91.5";"Folgen einer Verletzung der intraabdominalen Organe und der Beckenorgane";"Folgen von Verletzungen des Halses und des Rumpfes";"Folgen einer Verletzung der intraabdominalen Organe und der Beckenorgane";"19";"2015"
"T91.8";"Folgen sonstiger näher bezeichneter Verletzungen des Halses und des Rumpfes";"Folgen von Verletzungen des Halses und des Rumpfes";"Folgen sonstiger näher bezeichneter Verletzungen des Halses und des Rumpfes";"19";"2015"
"T91.9";"Folgen einer nicht näher bezeichneten Verletzung des Halses und des Rumpfes";"Folgen von Verletzungen des Halses und des Rumpfes";"Folgen einer nicht näher bezeichneten Verletzung des Halses und des Rumpfes";"19";"2015"
"T92";"Folgen von Verletzungen der oberen Extremität";"Folgen von Verletzungen der oberen Extremität";"";"19";"2015"
"T92.0";"Folgen einer offenen Wunde der oberen Extremität";"Folgen von Verletzungen der oberen Extremität";"Folgen einer offenen Wunde der oberen Extremität";"19";"2015"
"T92.1";"Folgen einer Fraktur des Armes";"Folgen von Verletzungen der oberen Extremität";"Folgen einer Fraktur des Armes";"19";"2015"
"T92.2";"Folgen einer Fraktur in Höhe des Handgelenkes und der Hand";"Folgen von Verletzungen der oberen Extremität";"Folgen einer Fraktur in Höhe des Handgelenkes und der Hand";"19";"2015"
"T92.3";"Folgen einer Luxation, Verstauchung oder Zerrung der oberen Extremität";"Folgen von Verletzungen der oberen Extremität";"Folgen einer Luxation, Verstauchung oder Zerrung der oberen Extremität";"19";"2015"
"T92.4";"Folgen einer Verletzung von Nerven der oberen Extremität";"Folgen von Verletzungen der oberen Extremität";"Folgen einer Verletzung von Nerven der oberen Extremität";"19";"2015"
"T92.5";"Folgen einer Verletzung von Muskeln und Sehnen der oberen Extremität";"Folgen von Verletzungen der oberen Extremität";"Folgen einer Verletzung von Muskeln und Sehnen der oberen Extremität";"19";"2015"
"T92.6";"Folgen einer Zerquetschung oder einer traumatischen Amputation der oberen Extremität";"Folgen von Verletzungen der oberen Extremität";"Folgen einer Zerquetschung oder einer traumatischen Amputation der oberen Extremität";"19";"2015"
"T92.8";"Folgen sonstiger näher bezeichneter Verletzungen der oberen Extremität";"Folgen von Verletzungen der oberen Extremität";"Folgen sonstiger näher bezeichneter Verletzungen der oberen Extremität";"19";"2015"
"T92.9";"Folgen einer nicht näher bezeichneten Verletzung der oberen Extremität";"Folgen von Verletzungen der oberen Extremität";"Folgen einer nicht näher bezeichneten Verletzung der oberen Extremität";"19";"2015"
"T93";"Folgen von Verletzungen der unteren Extremität";"Folgen von Verletzungen der unteren Extremität";"";"19";"2015"
"T93.0";"Folgen einer offenen Wunde der unteren Extremität";"Folgen von Verletzungen der unteren Extremität";"Folgen einer offenen Wunde der unteren Extremität";"19";"2015"
"T93.1";"Folgen einer Fraktur des Femurs";"Folgen von Verletzungen der unteren Extremität";"Folgen einer Fraktur des Femurs";"19";"2015"
"T93.2";"Folgen sonstiger Frakturen der unteren Extremität";"Folgen von Verletzungen der unteren Extremität";"Folgen sonstiger Frakturen der unteren Extremität";"19";"2015"
"T93.3";"Folgen einer Luxation, Verstauchung oder Zerrung der unteren Extremität";"Folgen von Verletzungen der unteren Extremität";"Folgen einer Luxation, Verstauchung oder Zerrung der unteren Extremität";"19";"2015"
"T93.4";"Folgen einer Verletzung von Nerven der unteren Extremität";"Folgen von Verletzungen der unteren Extremität";"Folgen einer Verletzung von Nerven der unteren Extremität";"19";"2015"
"T93.5";"Folgen einer Verletzung von Muskeln und Sehnen der unteren Extremität";"Folgen von Verletzungen der unteren Extremität";"Folgen einer Verletzung von Muskeln und Sehnen der unteren Extremität";"19";"2015"
"T93.6";"Folgen einer Zerquetschung oder einer traumatischen Amputation der unteren Extremität";"Folgen von Verletzungen der unteren Extremität";"Folgen einer Zerquetschung oder einer traumatischen Amputation der unteren Extremität";"19";"2015"
"T93.8";"Folgen sonstiger näher bezeichneter Verletzungen der unteren Extremität";"Folgen von Verletzungen der unteren Extremität";"Folgen sonstiger näher bezeichneter Verletzungen der unteren Extremität";"19";"2015"
"T93.9";"Folgen einer nicht näher bezeichneten Verletzung der unteren Extremität";"Folgen von Verletzungen der unteren Extremität";"Folgen einer nicht näher bezeichneten Verletzung der unteren Extremität";"19";"2015"
"T94";"Folgen von Verletzungen mehrerer oder nicht näher bezeichneter Körperregionen";"Folgen von Verletzungen mehrerer oder nicht näher bezeichneter Körperregionen";"";"19";"2015"
"T94.0";"Folgen von Verletzungen mehrerer Körperregionen";"Folgen von Verletzungen mehrerer oder nicht näher bezeichneter Körperregionen";"Folgen von Verletzungen mehrerer Körperregionen";"19";"2015"
"T94.1";"Folgen von Verletzungen nicht näher bezeichneter Körperregionen";"Folgen von Verletzungen mehrerer oder nicht näher bezeichneter Körperregionen";"Folgen von Verletzungen nicht näher bezeichneter Körperregionen";"19";"2015"
"T95";"Folgen von Verbrennungen, Verätzungen oder Erfrierungen";"Folgen von Verbrennungen, Verätzungen oder Erfrierungen";"";"19";"2015"
"T95.0";"Folgen einer Verbrennung, Verätzung oder Erfrierung des Kopfes oder des Halses";"Folgen von Verbrennungen, Verätzungen oder Erfrierungen";"Folgen einer Verbrennung, Verätzung oder Erfrierung des Kopfes oder des Halses";"19";"2015"
"T95.1";"Folgen einer Verbrennung, Verätzung oder Erfrierung des Rumpfes";"Folgen von Verbrennungen, Verätzungen oder Erfrierungen";"Folgen einer Verbrennung, Verätzung oder Erfrierung des Rumpfes";"19";"2015"
"T95.2";"Folgen einer Verbrennung, Verätzung oder Erfrierung der oberen Extremität";"Folgen von Verbrennungen, Verätzungen oder Erfrierungen";"Folgen einer Verbrennung, Verätzung oder Erfrierung der oberen Extremität";"19";"2015"
"T95.3";"Folgen einer Verbrennung, Verätzung oder Erfrierung der unteren Extremität";"Folgen von Verbrennungen, Verätzungen oder Erfrierungen";"Folgen einer Verbrennung, Verätzung oder Erfrierung der unteren Extremität";"19";"2015"
"T95.4";"Folgen einer Verbrennung oder Verätzung, die nur nach der Größe der betroffenen Körperoberfläche klassifizierbar ist";"Folgen von Verbrennungen, Verätzungen oder Erfrierungen";"Folgen einer Verbrennung oder Verätzung, die nur nach der Größe der betroffenen Körperoberfläche klassifizierbar ist";"19";"2015"
"T95.8";"Folgen einer sonstigen näher bezeichneten Verbrennung, Verätzung oder Erfrierung";"Folgen von Verbrennungen, Verätzungen oder Erfrierungen";"Folgen einer sonstigen näher bezeichneten Verbrennung, Verätzung oder Erfrierung";"19";"2015"
"T95.9";"Folgen einer nicht näher bezeichneten Verbrennung, Verätzung oder Erfrierung";"Folgen von Verbrennungen, Verätzungen oder Erfrierungen";"Folgen einer nicht näher bezeichneten Verbrennung, Verätzung oder Erfrierung";"19";"2015"
"T96";"Folgen einer Vergiftung durch Arzneimittel, Drogen und biologisch aktive Substanzen";"Folgen einer Vergiftung durch Arzneimittel, Drogen und biologisch aktive Substanzen";"";"19";"2015"
"T97";"Folgen toxischer Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen";"Folgen toxischer Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen";"";"19";"2015"
"T98";"Folgen sonstiger und nicht näher bezeichneter Wirkungen äußerer Ursachen";"Folgen sonstiger und nicht näher bezeichneter Wirkungen äußerer Ursachen";"";"19";"2015"
"T98.0";"Folgen der Auswirkungen von Fremdkörpern in natürlichen Körperöffnungen";"Folgen sonstiger und nicht näher bezeichneter Wirkungen äußerer Ursachen";"Folgen der Auswirkungen von Fremdkörpern in natürlichen Körperöffnungen";"19";"2015"
"T98.1";"Folgen sonstiger und nicht näher bezeichneter Schäden durch äußere Ursachen";"Folgen sonstiger und nicht näher bezeichneter Wirkungen äußerer Ursachen";"Folgen sonstiger und nicht näher bezeichneter Schäden durch äußere Ursachen";"19";"2015"
"T98.2";"Folgen bestimmter Frühkomplikationen eines Traumas";"Folgen sonstiger und nicht näher bezeichneter Wirkungen äußerer Ursachen";"Folgen bestimmter Frühkomplikationen eines Traumas";"19";"2015"
"T98.3";"Folgen von Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert";"Folgen sonstiger und nicht näher bezeichneter Wirkungen äußerer Ursachen";"Folgen von Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert";"19";"2015"
"U04";"Schweres akutes respiratorisches Syndrom [SARS]";"Schweres akutes respiratorisches Syndrom [SARS]";"";"22";"2015"
"U04.9";"Schweres akutes respiratorisches Syndrom [SARS], nicht näher bezeichnet";"Schweres akutes respiratorisches Syndrom [SARS]";"Schweres akutes respiratorisches Syndrom [SARS], nicht näher bezeichnet";"22";"2015"
"U05";"Nicht belegte Schlüsselnummern";"V";"V";"22";"2012"
"U05.0";"Nicht belegte Schlüsselnummer U05.0";"Z";"Z";"22";"2012"
"U05.1";"Nicht belegte Schlüsselnummer U05.1";"Z";"Z";"22";"2012"
"U05.2";"Nicht belegte Schlüsselnummer U05.2";"Z";"Z";"22";"2012"
"U05.3";"Nicht belegte Schlüsselnummer U05.3";"Z";"Z";"22";"2012"
"U05.4";"Nicht belegte Schlüsselnummer U05.4";"Z";"Z";"22";"2012"
"U05.5";"Nicht belegte Schlüsselnummer U05.5";"Z";"Z";"22";"2012"
"U05.6";"Nicht belegte Schlüsselnummer U05.6";"Z";"Z";"22";"2012"
"U05.7";"Nicht belegte Schlüsselnummer U05.7";"Z";"Z";"22";"2012"
"U05.8";"Nicht belegte Schlüsselnummer U05.8";"Z";"Z";"22";"2012"
"U05.9";"Nicht belegte Schlüsselnummer U05.9";"Z";"Z";"22";"2012"
"U06";"Nicht belegte Schlüsselnummer U06";"Nicht belegte Schlüsselnummer U06";"";"22";"2015"
